timestamp,config_tserve_0_arnn.json.log,config_tserve_10_arnn.json.log,config_tserve_11_arnn.json.log,config_tserve_12_arnn.json.log,config_tserve_13_arnn.json.log,config_tserve_14_arnn.json.log,config_tserve_15_arnn.json.log,config_tserve_16_arnn.json.log,config_tserve_17_arnn.json.log,config_tserve_18_arnn.json.log,config_tserve_19_arnn.json.log,config_tserve_1_arnn.json.log,config_tserve_20_arnn.json.log,config_tserve_2_arnn.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arnn.json.log
1713756800.0,0.37189412117004395,0.4571399688720703,0.3268740177154541,0.2878437042236328,0.39492154121398926,0.17688560485839844,0.2469325065612793,0.41738224029541016,0.20006418228149414,0.2229294776916504,0.13093876838684082,0.4411165714263916,0.3969745635986328,0.37231922149658203,0.3823831081390381,0.36829185485839844,0.27060985565185547,0.3484029769897461,0.43016791343688965,0.15487885475158691,0.3026876449584961
1713756801.0,0.42183732986450195,0.4211761951446533,0.42177700996398926,0.4109470844268799,0.41156673431396484,0.4015984535217285,0.3828392028808594,0.41150498390197754,0.395871639251709,0.3917734622955322,0.3755931854248047,0.3992171287536621,0.3969745635986328,0.37231922149658203,0.3823831081390381,0.36829185485839844,0.3736603260040283,0.4130289554595947,0.3968782424926758,0.37999677658081055,0.4271540641784668
1713756802.0,0.04326963424682617,0.09233260154724121,0.03680109977722168,0.0363771915435791,0.06570148468017578,0.058519601821899414,0.05515003204345703,0.08671259880065918,0.0585627555847168,0.0505213737487793,0.03773021697998047,0.036847591400146484,0.044794559478759766,0.04713010787963867,0.04247403144836426,0.0377345085144043,0.05110478401184082,0.059407711029052734,0.06221413612365723,0.035846710205078125,0.036773681640625
1713756803.0,0.0791940689086914,0.03896522521972656,0.05654263496398926,0.036429643630981445,0.046462059020996094,0.05741143226623535,0.07228636741638184,0.039707183837890625,0.03650236129760742,0.04402875900268555,0.03832197189331055,0.05604290962219238,0.0659184455871582,0.03705000877380371,0.06112313270568848,0.03788495063781738,0.05034041404724121,0.07818078994750977,0.04081130027770996,0.06327319145202637,0.05724382400512695
1713756804.0,0.04584503173828125,0.059976816177368164,0.05661654472351074,0.0696721076965332,0.04209303855895996,0.08209824562072754,0.08214735984802246,0.06525659561157227,0.0612797737121582,0.07027626037597656,0.03622603416442871,0.06580805778503418,0.03708338737487793,0.0803837776184082,0.06139063835144043,0.03786349296569824,0.05788016319274902,0.05224013328552246,0.06096959114074707,0.06362175941467285,0.06027626991271973
1713756805.0,0.04742884635925293,0.059976816177368164,0.04186677932739258,0.04766368865966797,0.07083487510681152,0.05178523063659668,0.048178672790527344,0.06525659561157227,0.04838728904724121,0.04521536827087402,0.051706552505493164,0.06580805778503418,0.05084800720214844,0.04949212074279785,0.05284929275512695,0.04622507095336914,0.04947662353515625,0.04703116416931152,0.06096959114074707,0.05301618576049805,0.04498553276062012
1713756807.0,0.04967808723449707,0.0469355583190918,0.05430245399475098,0.048583984375,0.04863858222961426,0.03664040565490723,0.03660321235656738,0.04748988151550293,0.03849220275878906,0.03678750991821289,0.03720259666442871,0.04708504676818848,0.03728032112121582,0.04159212112426758,0.04068136215209961,0.03783726692199707,0.03720235824584961,0.048325538635253906,0.04721641540527344,0.039118289947509766,0.052695274353027344
1713756808.0,0.03784465789794922,0.04570627212524414,0.03673386573791504,0.04007983207702637,0.0417325496673584,0.0410459041595459,0.04174613952636719,0.04744768142700195,0.04093027114868164,0.038573503494262695,0.04492497444152832,0.03822636604309082,0.03728032112121582,0.04159212112426758,0.04068136215209961,0.03783726692199707,0.04260826110839844,0.0400538444519043,0.04231095314025879,0.039118289947509766,0.03684258460998535
1713756809.0,0.04756975173950195,0.06046319007873535,0.054064273834228516,0.05189347267150879,0.05097508430480957,0.04287552833557129,0.05970144271850586,0.03718280792236328,0.05520892143249512,0.05255317687988281,0.05273079872131348,0.03698325157165527,0.056673288345336914,0.05496644973754883,0.05588102340698242,0.0412755012512207,0.051900386810302734,0.05064201354980469,0.03702712059020996,0.0411229133605957,0.053553104400634766
1713756810.0,0.03700399398803711,0.09461164474487305,0.06625652313232422,0.04890727996826172,0.038195133209228516,0.062207698822021484,0.04079937934875488,0.09123086929321289,0.0363764762878418,0.06389451026916504,0.03659939765930176,0.06239151954650879,0.037248849868774414,0.037485361099243164,0.038864850997924805,0.03803539276123047,0.03652477264404297,0.06163620948791504,0.0700387954711914,0.036733388900756836,0.036994218826293945
1713756811.0,0.07291245460510254,0.052385807037353516,0.08684921264648438,0.03759574890136719,0.062291860580444336,0.05951404571533203,0.03655242919921875,0.05947566032409668,0.06086397171020508,0.03653311729431152,0.0364530086517334,0.06395816802978516,0.03924393653869629,0.036518096923828125,0.039884090423583984,0.03817343711853027,0.03745436668395996,0.07056522369384766,0.06212019920349121,0.03637075424194336,0.06197547912597656
1713756813.0,0.037230491638183594,0.03720903396606445,0.037001848220825195,0.03638124465942383,0.08351945877075195,0.04430985450744629,0.04377436637878418,0.03700375556945801,0.06221127510070801,0.036324262619018555,0.06263208389282227,0.06060647964477539,0.03750348091125488,0.0870823860168457,0.06239056587219238,0.037718772888183594,0.03712821006774902,0.037808895111083984,0.06206011772155762,0.036624908447265625,0.03979778289794922
1713756814.0,0.036937713623046875,0.10993385314941406,0.08331060409545898,0.06050586700439453,0.06261396408081055,0.0844874382019043,0.05664825439453125,0.08385324478149414,0.06221127510070801,0.03677701950073242,0.08248758316040039,0.03745698928833008,0.03720903396606445,0.0870823860168457,0.03725075721740723,0.03769230842590332,0.03712821006774902,0.08430290222167969,0.10677242279052734,0.036624908447265625,0.0591578483581543
1713756815.0,0.03748679161071777,0.04241776466369629,0.037043094635009766,0.03670048713684082,0.04825949668884277,0.037186384201049805,0.039927005767822266,0.04609537124633789,0.04601716995239258,0.0373079776763916,0.040257930755615234,0.03719687461853027,0.03720903396606445,0.03702592849731445,0.03725075721740723,0.03769230842590332,0.03919053077697754,0.043256282806396484,0.04056096076965332,0.03860330581665039,0.03874015808105469
1713756816.0,0.2561924457550049,0.18102645874023438,0.2573866844177246,0.20645403861999512,0.19785594940185547,0.13627958297729492,0.23064732551574707,0.1936028003692627,0.16055655479431152,0.1843557357788086,0.2546393871307373,0.19436931610107422,0.03915286064147949,0.28008460998535156,0.08573269844055176,0.06133460998535156,0.11210751533508301,0.1655409336090088,0.1687946319580078,0.08748531341552734,0.2613344192504883
1713756818.0,0.0958397388458252,0.10372066497802734,0.09925246238708496,0.09683752059936523,0.10228562355041504,0.07692646980285645,0.10075855255126953,0.10138559341430664,0.05270051956176758,0.07563447952270508,0.10232996940612793,0.0980081558227539,0.03873848915100098,0.0985407829284668,0.060959577560424805,0.06555557250976562,0.040535688400268555,0.1028900146484375,0.10030698776245117,0.044440269470214844,0.10058927536010742
1713756819.0,0.1132500171661377,0.11703991889953613,0.1179354190826416,0.1172475814819336,0.11430478096008301,0.11737847328186035,0.11895561218261719,0.11956214904785156,0.11599850654602051,0.11716365814208984,0.11600828170776367,0.11673593521118164,0.03873848915100098,0.11284732818603516,0.09086775779724121,0.06555557250976562,0.040535688400268555,0.11044025421142578,0.11864948272705078,0.11525940895080566,0.1174006462097168
1713756820.0,0.050898075103759766,0.04224967956542969,0.04830169677734375,0.04928898811340332,0.04075932502746582,0.045937538146972656,0.047516822814941406,0.042597293853759766,0.04701089859008789,0.0469512939453125,0.050347328186035156,0.0439910888671875,0.03831624984741211,0.047135353088378906,0.04809141159057617,0.04179549217224121,0.03743290901184082,0.04342341423034668,0.04583883285522461,0.04796910285949707,0.04803967475891113
1713756821.0,0.05506086349487305,0.06753849983215332,0.0550534725189209,0.06892108917236328,0.05293083190917969,0.06572771072387695,0.07115602493286133,0.0663604736328125,0.06416821479797363,0.06681632995605469,0.06863975524902344,0.05154275894165039,0.06730890274047852,0.0494999885559082,0.04736208915710449,0.04241132736206055,0.03743314743041992,0.08000349998474121,0.04712414741516113,0.06631231307983398,0.07641196250915527
1713756822.0,0.07042860984802246,0.037404537200927734,0.05450129508972168,0.060445547103881836,0.05171322822570801,0.06424546241760254,0.07301521301269531,0.05722522735595703,0.06288576126098633,0.0690155029296875,0.05603981018066406,0.05199456214904785,0.06861710548400879,0.06987953186035156,0.06716179847717285,0.04696464538574219,0.039156436920166016,0.05803108215332031,0.03950142860412598,0.06394839286804199,0.045723915100097656
1713756823.0,0.12324118614196777,0.037404537200927734,0.0688314437866211,0.03745269775390625,0.05171322822570801,0.06224250793457031,0.08638286590576172,0.05722522735595703,0.0370638370513916,0.11121988296508789,0.1203165054321289,0.05199456214904785,0.037457942962646484,0.10394930839538574,0.041356801986694336,0.03711414337158203,0.03819608688354492,0.05803108215332031,0.03950142860412598,0.03791952133178711,0.10424304008483887
1713756825.0,0.08614706993103027,0.09486246109008789,0.08830857276916504,0.03745841979980469,0.08858585357666016,0.08643078804016113,0.06186532974243164,0.09237551689147949,0.03719782829284668,0.08875918388366699,0.08809661865234375,0.09212517738342285,0.03740072250366211,0.08846855163574219,0.042092323303222656,0.037416696548461914,0.037993669509887695,0.09307289123535156,0.09204220771789551,0.044165611267089844,0.0909128189086914
1713756826.0,0.04735708236694336,0.05361294746398926,0.04642534255981445,0.03656911849975586,0.04902219772338867,0.038514137268066406,0.036585092544555664,0.05145668983459473,0.039751291275024414,0.045018911361694336,0.046106576919555664,0.04671001434326172,0.03740072250366211,0.04694867134094238,0.043422698974609375,0.037416696548461914,0.037993669509887695,0.04668688774108887,0.0486147403717041,0.06432533264160156,0.04818916320800781
1713756827.0,0.0368196964263916,0.037973880767822266,0.041959524154663086,0.03650212287902832,0.037197113037109375,0.0396578311920166,0.03723549842834473,0.03777647018432617,0.04079294204711914,0.036841630935668945,0.0379643440246582,0.036997079849243164,0.03698229789733887,0.03886985778808594,0.036896467208862305,0.040148019790649414,0.03806757926940918,0.038191795349121094,0.04161643981933594,0.041460514068603516,0.038712501525878906
1713756828.0,0.0396883487701416,0.0587916374206543,0.03919625282287598,0.03678083419799805,0.036896705627441406,0.037017822265625,0.039208412170410156,0.03655505180358887,0.04981184005737305,0.03692150115966797,0.036687612533569336,0.036847829818725586,0.0430903434753418,0.04771232604980469,0.050943851470947266,0.041544198989868164,0.03929471969604492,0.05967450141906738,0.03687429428100586,0.05161261558532715,0.05056142807006836
